"Bedrijfstakken/branches (SBI 2008)";"Perioden";"Omzet ongecorrigeerd/Indexcijfers/Waarde (2015=100)";"Omzet ongecorrigeerd/Indexcijfers/Volume (2015=100)"
"476 Winkels in recreatieartikelen";"2007 januari";"   109.6";"   114.9"
"476 Winkels in recreatieartikelen";"2007 februari";"   110.2";"   115.2"
"476 Winkels in recreatieartikelen";"2007 maart";"   138.8";"   142.5"
"476 Winkels in recreatieartikelen";"2007 april";"   136.7";"   141.0"
"476 Winkels in recreatieartikelen";"2007 mei";"   146.2";"   150.2"
"476 Winkels in recreatieartikelen";"2007 juni";"   160.4";"   166.1"
"476 Winkels in recreatieartikelen";"2007 juli";"   150.9";"   158.4"
"476 Winkels in recreatieartikelen";"2007 augustus";"   152.1";"   158.7"
"476 Winkels in recreatieartikelen";"2007 september";"   138.5";"   142.5"
"476 Winkels in recreatieartikelen";"2007 oktober";"   137.3";"   140.7"
"476 Winkels in recreatieartikelen";"2007 november";"   159.9";"   162.8"
"476 Winkels in recreatieartikelen";"2007 december";"   173.4";"   177.9"
"476 Winkels in recreatieartikelen";"2008 januari";"   115.3";"   126.5"
"476 Winkels in recreatieartikelen";"2008 februari";"   122.6";"   131.2"
"476 Winkels in recreatieartikelen";"2008 maart";"   130.9";"   136.2"
"476 Winkels in recreatieartikelen";"2008 april";"   143.3";"   150.7"
"476 Winkels in recreatieartikelen";"2008 mei";"   155.4";"   162.8"
"476 Winkels in recreatieartikelen";"2008 juni";"   156.3";"   165.0"
"476 Winkels in recreatieartikelen";"2008 juli";"   161.2";"   174.2"
"476 Winkels in recreatieartikelen";"2008 augustus";"   151.8";"   163.5"
"476 Winkels in recreatieartikelen";"2008 september";"   138.3";"   146.1"
"476 Winkels in recreatieartikelen";"2008 oktober";"   141.1";"   147.0"
"476 Winkels in recreatieartikelen";"2008 november";"   152.3";"   155.7"
"476 Winkels in recreatieartikelen";"2008 december";"   174.4";"   181.6"
"476 Winkels in recreatieartikelen";"2009 januari";"   116.5";"   126.1"
"476 Winkels in recreatieartikelen";"2009 februari";"   110.0";"   118.0"
"476 Winkels in recreatieartikelen";"2009 maart";"   121.0";"   125.9"
"476 Winkels in recreatieartikelen";"2009 april";"   132.0";"   137.1"
"476 Winkels in recreatieartikelen";"2009 mei";"   139.7";"   145.9"
"476 Winkels in recreatieartikelen";"2009 juni";"   145.4";"   153.2"
"476 Winkels in recreatieartikelen";"2009 juli";"   152.5";"   164.3"
"476 Winkels in recreatieartikelen";"2009 augustus";"   138.1";"   148.5"
"476 Winkels in recreatieartikelen";"2009 september";"   129.6";"   136.3"
"476 Winkels in recreatieartikelen";"2009 oktober";"   128.3";"   133.7"
"476 Winkels in recreatieartikelen";"2009 november";"   140.0";"   144.9"
"476 Winkels in recreatieartikelen";"2009 december";"   166.6";"   173.4"
"476 Winkels in recreatieartikelen";"2010 januari";"   100.9";"   107.7"
"476 Winkels in recreatieartikelen";"2010 februari";"    99.3";"   105.6"
"476 Winkels in recreatieartikelen";"2010 maart";"   122.1";"   126.1"
"476 Winkels in recreatieartikelen";"2010 april";"   128.9";"   133.9"
"476 Winkels in recreatieartikelen";"2010 mei";"   132.7";"   137.4"
"476 Winkels in recreatieartikelen";"2010 juni";"   138.2";"   144.3"
"476 Winkels in recreatieartikelen";"2010 juli";"   145.2";"   155.8"
"476 Winkels in recreatieartikelen";"2010 augustus";"   124.8";"   134.4"
"476 Winkels in recreatieartikelen";"2010 september";"   117.3";"   124.2"
"476 Winkels in recreatieartikelen";"2010 oktober";"   122.0";"   126.4"
"476 Winkels in recreatieartikelen";"2010 november";"   140.4";"   145.2"
"476 Winkels in recreatieartikelen";"2010 december";"   156.3";"   162.2"
"476 Winkels in recreatieartikelen";"2011 januari";"    97.4";"   102.5"
"476 Winkels in recreatieartikelen";"2011 februari";"   100.2";"   104.7"
"476 Winkels in recreatieartikelen";"2011 maart";"   117.5";"   119.1"
"476 Winkels in recreatieartikelen";"2011 april";"   122.8";"   124.7"
"476 Winkels in recreatieartikelen";"2011 mei";"   128.4";"   130.1"
"476 Winkels in recreatieartikelen";"2011 juni";"   132.3";"   136.5"
"476 Winkels in recreatieartikelen";"2011 juli";"   133.4";"   139.6"
"476 Winkels in recreatieartikelen";"2011 augustus";"   119.3";"   125.4"
"476 Winkels in recreatieartikelen";"2011 september";"   113.5";"   116.5"
"476 Winkels in recreatieartikelen";"2011 oktober";"   112.2";"   114.9"
"476 Winkels in recreatieartikelen";"2011 november";"   133.3";"   137.3"
"476 Winkels in recreatieartikelen";"2011 december";"   144.3";"   147.5"
"476 Winkels in recreatieartikelen";"2012 januari";"    92.2";"    95.1"
"476 Winkels in recreatieartikelen";"2012 februari";"    95.7";"   100.1"
"476 Winkels in recreatieartikelen";"2012 maart";"   115.5";"   116.4"
"476 Winkels in recreatieartikelen";"2012 april";"   106.9";"   107.9"
"476 Winkels in recreatieartikelen";"2012 mei";"   117.3";"   119.2"
"476 Winkels in recreatieartikelen";"2012 juni";"   128.2";"   131.2"
"476 Winkels in recreatieartikelen";"2012 juli";"   122.2";"   127.7"
"476 Winkels in recreatieartikelen";"2012 augustus";"   118.5";"   123.7"
"476 Winkels in recreatieartikelen";"2012 september";"   109.8";"   112.3"
"476 Winkels in recreatieartikelen";"2012 oktober";"   103.4";"   106.6"
"476 Winkels in recreatieartikelen";"2012 november";"   119.9";"   124.3"
"476 Winkels in recreatieartikelen";"2012 december";"   129.8";"   133.7"
"476 Winkels in recreatieartikelen";"2013 januari";"    88.5";"    92.0"
"476 Winkels in recreatieartikelen";"2013 februari";"    82.3";"    84.6"
"476 Winkels in recreatieartikelen";"2013 maart";"   101.1";"   100.0"
"476 Winkels in recreatieartikelen";"2013 april";"   103.2";"   102.0"
"476 Winkels in recreatieartikelen";"2013 mei";"   118.6";"   117.4"
"476 Winkels in recreatieartikelen";"2013 juni";"   121.3";"   120.8"
"476 Winkels in recreatieartikelen";"2013 juli";"   120.2";"   122.9"
"476 Winkels in recreatieartikelen";"2013 augustus";"   116.5";"   119.1"
"476 Winkels in recreatieartikelen";"2013 september";"   101.7";"   102.1"
"476 Winkels in recreatieartikelen";"2013  oktober";"    99.1";"    98.8"
"476 Winkels in recreatieartikelen";"2013  november";"   113.9";"   113.8"
"476 Winkels in recreatieartikelen";"2013 december ";"   122.2";"   121.6"
"476 Winkels in recreatieartikelen";"2014 januari";"    83.6";"    84.8"
"476 Winkels in recreatieartikelen";"2014 februari";"    80.6";"    82.2"
"476 Winkels in recreatieartikelen";"2014 maart";"    98.7";"    97.6"
"476 Winkels in recreatieartikelen";"2014 april";"   103.4";"   102.2"
"476 Winkels in recreatieartikelen";"2014 mei";"   113.7";"   112.4"
"476 Winkels in recreatieartikelen";"2014 juni";"   113.4";"   113.2"
"476 Winkels in recreatieartikelen";"2014 juli";"   116.8";"   119.5"
"476 Winkels in recreatieartikelen";"2014 augustus";"   108.9";"   111.2"
"476 Winkels in recreatieartikelen";"2014 september";"    97.0";"    96.9"
"476 Winkels in recreatieartikelen";"2014 oktober";"   100.6";"   102.3"
"476 Winkels in recreatieartikelen";"2014 november";"   115.5";"   115.5"
"476 Winkels in recreatieartikelen";"2014 december";"   127.3";"   128.6"
"476 Winkels in recreatieartikelen";"2015 januari";"    80.6";"    82.6"
"476 Winkels in recreatieartikelen";"2015 februari";"    79.7";"    82.3"
"476 Winkels in recreatieartikelen";"2015 maart";"    90.7";"    90.7"
"476 Winkels in recreatieartikelen";"2015 april";"   100.6";"    99.8"
"476 Winkels in recreatieartikelen";"2015 mei";"   107.5";"   106.0"
"476 Winkels in recreatieartikelen";"2015 juni";"   110.6";"   109.7"
"476 Winkels in recreatieartikelen";"2015 juli";"   112.7";"   114.2"
"476 Winkels in recreatieartikelen";"2015 augustus";"   102.2";"   103.7"
"476 Winkels in recreatieartikelen";"2015 september";"    94.3";"    93.5"
"476 Winkels in recreatieartikelen";"2015 oktober";"    94.7";"    94.5"
"476 Winkels in recreatieartikelen";"2015 november";"   103.3";"   101.7"
"476 Winkels in recreatieartikelen";"2015 december";"   123.3";"   121.2"
"476 Winkels in recreatieartikelen";"2016 januari";"    78.7";"    78.4"
"476 Winkels in recreatieartikelen";"2016 februari";"    80.2";"    79.1"
"476 Winkels in recreatieartikelen";"2016 maart";"    93.7";"    89.1"
"476 Winkels in recreatieartikelen";"2016 april";"   100.5";"    95.4"
"476 Winkels in recreatieartikelen";"2016 mei";"   103.4";"    98.4"
"476 Winkels in recreatieartikelen";"2016 juni";"   111.0";"   107.2"
"476 Winkels in recreatieartikelen";"2016 juli";"   114.0";"   112.4"
"476 Winkels in recreatieartikelen";"2016 augustus";"   100.4";"    98.7"
"476 Winkels in recreatieartikelen";"2016 september";"    96.8";"    92.9"
"476 Winkels in recreatieartikelen";"2016 oktober";"    94.3";"    90.7"
"476 Winkels in recreatieartikelen";"2016 november";"   106.2";"   102.4"
"476 Winkels in recreatieartikelen";"2016 december";"   118.2";"   114.4"
"476 Winkels in recreatieartikelen";"2017 januari";"    75.8";"    74.5"
"476 Winkels in recreatieartikelen";"2017 februari";"    75.3";"    73.3"
"476 Winkels in recreatieartikelen";"2017 maart";"    98.5";"    93.9"
"476 Winkels in recreatieartikelen";"2017 april";"   100.4";"    95.5"
"476 Winkels in recreatieartikelen";"2017 mei";"   105.1";"    99.8"
"476 Winkels in recreatieartikelen";"2017 juni";"   116.2";"   111.2"
"476 Winkels in recreatieartikelen";"2017 juli";"   115.6";"   112.9"
"476 Winkels in recreatieartikelen";"2017 augustus";"   103.7";"   100.4"
"476 Winkels in recreatieartikelen";"2017 september";"    96.8";"    92.2"
"476 Winkels in recreatieartikelen";"2017 oktober";"    88.6";"    84.9"
"476 Winkels in recreatieartikelen";"2017 november";"   103.4";"    99.0"
"476 Winkels in recreatieartikelen";"2017 december";"   111.5";"   107.9"
"476 Winkels in recreatieartikelen";"2018 januari";"    77.8";"    76.3"
"476 Winkels in recreatieartikelen";"2018 februari";"    76.8";"    74.7"
"476 Winkels in recreatieartikelen";"2018 maart";"    91.8";"    87.8"
"476 Winkels in recreatieartikelen";"2018 april";"    97.9";"    93.2"
"476 Winkels in recreatieartikelen";"2018 mei";"   107.8";"   102.8"
"476 Winkels in recreatieartikelen";"2018 juni";"   115.0";"   110.4"
"476 Winkels in recreatieartikelen";"2018 juli";"   114.3";"   111.4"
"476 Winkels in recreatieartikelen";"2018 augustus";"   109.4";"   107.2"
"476 Winkels in recreatieartikelen";"2018 september";"    91.8";"    88.5"
"476 Winkels in recreatieartikelen";"2018 oktober";"    92.0";"    86.4"
"476 Winkels in recreatieartikelen";"2018 november";"   101.7";"    95.4"
"476 Winkels in recreatieartikelen";"2018 december";"   108.8";"   103.6"
"476 Winkels in recreatieartikelen";"2019 januari";"    77.3";"    74.8"
"476 Winkels in recreatieartikelen";"2019 februari";"    75.1";"    72.0"
"476 Winkels in recreatieartikelen";"2019 maart";"    90.9";"    85.8"
"476 Winkels in recreatieartikelen";"2019 april";"    96.4";"    91.1"
"476 Winkels in recreatieartikelen";"2019 mei";"   105.9";"   100.1"
"476 Winkels in recreatieartikelen";"2019 juni";"   107.2";"   102.1"
"476 Winkels in recreatieartikelen";"2019 juli";"   112.4";"   109.2"
"476 Winkels in recreatieartikelen";"2019 augustus";"   109.1";"   105.4"
"476 Winkels in recreatieartikelen";"2019 september";"    88.8";"    84.3"
"476 Winkels in recreatieartikelen";"2019 oktober";"    89.3";"    83.8"
"476 Winkels in recreatieartikelen";"2019 november";"    95.4";"    89.1"
"476 Winkels in recreatieartikelen";"2019 december";"   103.5";"    97.4"
"476 Winkels in recreatieartikelen";"2020 januari*";"    79.7";"    76.5"
"476 Winkels in recreatieartikelen";"2020 februari*";"    82.3";"    78.4"
"476 Winkels in recreatieartikelen";"2020 maart*";"    80.8";"    76.0"
"476 Winkels in recreatieartikelen";"2020 april*";"    93.0";"    87.8"
"476 Winkels in recreatieartikelen";"2020 mei*";"   122.6";"   116.2"
"476 Winkels in recreatieartikelen";"2020 juni*";"   131.9";"   125.7"
"476 Winkels in recreatieartikelen";"2020 juli*";"   137.9";"   132.7"
"476 Winkels in recreatieartikelen";"2020 augustus*";"   115.7";"   110.6"
"476 Winkels in recreatieartikelen";"2020 september*";"   100.9";"    94.0"
"476 Winkels in recreatieartikelen";"2020 oktober*";"    97.5";"    90.0"
"476 Winkels in recreatieartikelen";"2020 november*";"    96.4";"    88.8"
"476 Winkels in recreatieartikelen";"2020 december*";"    77.5";"    72.1"
"476 Winkels in recreatieartikelen";"2021 januari*";"    46.2";"    44.5"
"476 Winkels in recreatieartikelen";"2021 februari*";"    55.7";"    53.4"
"476 Winkels in recreatieartikelen";"2021 maart*";"    93.7";"    88.7"
"4765 Speelgoedwinkels";"2005 januari";"    88.8";"    79.7"
"4765 Speelgoedwinkels";"2005 februari";"    82.4";"    73.4"
"4765 Speelgoedwinkels";"2005 maart";"    99.0";"    88.3"
"4765 Speelgoedwinkels";"2005 april";"    90.0";"    80.0"
"4765 Speelgoedwinkels";"2005 mei";"    86.7";"    77.7"
"4765 Speelgoedwinkels";"2005 juni";"    97.1";"    87.2"
"4765 Speelgoedwinkels";"2005 juli";"   109.3";"    99.6"
"4765 Speelgoedwinkels";"2005 augustus";"   101.0";"    91.5"
"4765 Speelgoedwinkels";"2005 september";"   107.7";"    97.6"
"4765 Speelgoedwinkels";"2005 oktober";"   124.9";"   113.7"
"4765 Speelgoedwinkels";"2005 november";"   244.8";"   223.4"
"4765 Speelgoedwinkels";"2005 december";"   200.2";"   182.9"
"4765 Speelgoedwinkels";"2006 januari";"    86.2";"    78.7"
"4765 Speelgoedwinkels";"2006 februari";"    85.2";"    78.1"
"4765 Speelgoedwinkels";"2006 maart";"    96.5";"    88.5"
"4765 Speelgoedwinkels";"2006 april";"    92.4";"    84.9"
"4765 Speelgoedwinkels";"2006 mei";"   101.4";"    92.6"
"4765 Speelgoedwinkels";"2006 juni";"   107.9";"    99.6"
"4765 Speelgoedwinkels";"2006 juli";"   122.3";"   113.4"
"4765 Speelgoedwinkels";"2006 augustus";"   117.9";"   109.6"
"4765 Speelgoedwinkels";"2006 september";"   122.4";"   114.0"
"4765 Speelgoedwinkels";"2006 oktober";"   144.6";"   135.6"
"4765 Speelgoedwinkels";"2006 november";"   271.8";"   258.6"
"4765 Speelgoedwinkels";"2006 december";"   230.5";"   221.3"
"4765 Speelgoedwinkels";"2007 januari";"    98.7";"    94.1"
"4765 Speelgoedwinkels";"2007 februari";"   102.2";"    97.6"
"4765 Speelgoedwinkels";"2007 maart";"   123.9";"   117.4"
"4765 Speelgoedwinkels";"2007 april";"   102.0";"    96.3"
"4765 Speelgoedwinkels";"2007 mei";"   120.4";"   113.1"
"4765 Speelgoedwinkels";"2007 juni";"   131.2";"   123.4"
"4765 Speelgoedwinkels";"2007 juli";"   144.8";"   136.8"
"4765 Speelgoedwinkels";"2007 augustus";"   125.5";"   118.9"
"4765 Speelgoedwinkels";"2007 september";"   130.0";"   124.4"
"4765 Speelgoedwinkels";"2007 oktober";"   181.9";"   173.5"
"4765 Speelgoedwinkels";"2007 november";"   299.7";"   285.4"
"4765 Speelgoedwinkels";"2007 december";"   239.9";"   227.2"
"4765 Speelgoedwinkels";"2008 januari";"    99.0";"    95.1"
"4765 Speelgoedwinkels";"2008 februari";"   115.0";"   110.4"
"4765 Speelgoedwinkels";"2008 maart";"   123.0";"   117.4"
"4765 Speelgoedwinkels";"2008 april";"   127.7";"   123.6"
"4765 Speelgoedwinkels";"2008 mei";"   126.1";"   121.1"
"4765 Speelgoedwinkels";"2008 juni";"   134.7";"   130.2"
"4765 Speelgoedwinkels";"2008 juli";"   150.0";"   145.0"
"4765 Speelgoedwinkels";"2008 augustus";"   133.8";"   127.1"
"4765 Speelgoedwinkels";"2008 september";"   128.8";"   123.2"
"4765 Speelgoedwinkels";"2008 oktober";"   192.1";"   184.2"
"4765 Speelgoedwinkels";"2008 november";"   285.2";"   273.3"
"4765 Speelgoedwinkels";"2008 december";"   258.0";"   249.8"
"4765 Speelgoedwinkels";"2009 januari";"    97.8";"    94.9"
"4765 Speelgoedwinkels";"2009 februari";"   107.8";"   104.2"
"4765 Speelgoedwinkels";"2009 maart";"   103.6";"   100.3"
"4765 Speelgoedwinkels";"2009 april";"   105.2";"   102.7"
"4765 Speelgoedwinkels";"2009 mei";"   115.2";"   114.0"
"4765 Speelgoedwinkels";"2009 juni";"   114.3";"   113.5"
"4765 Speelgoedwinkels";"2009 juli";"   129.1";"   128.6"
"4765 Speelgoedwinkels";"2009 augustus";"   114.9";"   115.7"
"4765 Speelgoedwinkels";"2009 september";"   122.8";"   124.7"
"4765 Speelgoedwinkels";"2009 oktober";"   165.0";"   168.7"
"4765 Speelgoedwinkels";"2009 november";"   265.5";"   271.6"
"4765 Speelgoedwinkels";"2009 december";"   246.0";"   252.7"
"4765 Speelgoedwinkels";"2010 januari";"    94.8";"    96.8"
"4765 Speelgoedwinkels";"2010 februari";"   104.7";"   107.2"
"4765 Speelgoedwinkels";"2010 maart";"   112.1";"   114.6"
"4765 Speelgoedwinkels";"2010 april";"   104.5";"   106.6"
"4765 Speelgoedwinkels";"2010 mei";"   112.9";"   114.3"
"4765 Speelgoedwinkels";"2010 juni";"   112.1";"   114.3"
"4765 Speelgoedwinkels";"2010 juli";"   125.1";"   128.3"
"4765 Speelgoedwinkels";"2010 augustus";"   107.6";"   110.9"
"4765 Speelgoedwinkels";"2010 september";"   120.6";"   125.1"
"4765 Speelgoedwinkels";"2010 oktober";"   156.3";"   157.8"
"4765 Speelgoedwinkels";"2010 november";"   276.9";"   278.8"
"4765 Speelgoedwinkels";"2010 december";"   226.1";"   231.4"
"4765 Speelgoedwinkels";"2011 januari";"    89.7";"    91.4"
"4765 Speelgoedwinkels";"2011 februari";"    92.7";"    94.7"
"4765 Speelgoedwinkels";"2011 maart";"   108.1";"   109.8"
"4765 Speelgoedwinkels";"2011 april";"    93.1";"    94.7"
"4765 Speelgoedwinkels";"2011 mei";"   101.8";"   103.8"
"4765 Speelgoedwinkels";"2011 juni";"   109.5";"   113.3"
"4765 Speelgoedwinkels";"2011 juli";"   115.9";"   118.6"
"4765 Speelgoedwinkels";"2011 augustus";"   101.6";"   105.2"
"4765 Speelgoedwinkels";"2011 september";"   112.1";"   116.5"
"4765 Speelgoedwinkels";"2011 oktober";"   142.5";"   149.6"
"4765 Speelgoedwinkels";"2011 november";"   265.0";"   279.6"
"4765 Speelgoedwinkels";"2011 december";"   213.6";"   223.1"
"4765 Speelgoedwinkels";"2012 januari";"    85.2";"    89.5"
"4765 Speelgoedwinkels";"2012 februari";"    91.5";"    95.1"
"4765 Speelgoedwinkels";"2012 maart";"    98.7";"   102.2"
"4765 Speelgoedwinkels";"2012 april";"    88.8";"    91.1"
"4765 Speelgoedwinkels";"2012 mei";"    97.5";"   100.9"
"4765 Speelgoedwinkels";"2012 juni";"   100.5";"   104.5"
"4765 Speelgoedwinkels";"2012 juli";"   102.1";"   107.9"
"4765 Speelgoedwinkels";"2012 augustus";"    97.7";"   102.4"
"4765 Speelgoedwinkels";"2012 september";"   103.6";"   108.8"
"4765 Speelgoedwinkels";"2012 oktober";"   129.7";"   136.9"
"4765 Speelgoedwinkels";"2012 november";"   227.1";"   239.4"
"4765 Speelgoedwinkels";"2012 december";"   177.8";"   183.0"
"4765 Speelgoedwinkels";"2013 januari";"    72.1";"    73.7"
"4765 Speelgoedwinkels";"2013 februari";"    74.9";"    75.4"
"4765 Speelgoedwinkels";"2013 maart";"    87.7";"    87.7"
"4765 Speelgoedwinkels";"2013 april";"    75.6";"    76.1"
"4765 Speelgoedwinkels";"2013 mei";"    80.6";"    80.9"
"4765 Speelgoedwinkels";"2013 juni";"    88.5";"    89.1"
"4765 Speelgoedwinkels";"2013 juli";"    90.7";"    91.2"
"4765 Speelgoedwinkels";"2013 augustus";"    85.0";"    85.4"
"4765 Speelgoedwinkels";"2013 september";"   108.2";"   109.0"
"4765 Speelgoedwinkels";"2013  oktober";"   124.7";"   126.2"
"4765 Speelgoedwinkels";"2013  november";"   215.4";"   218.0"
"4765 Speelgoedwinkels";"2013 december ";"   170.6";"   170.0"
